x,y,z,cluster
-4.1947,-0.9851,3.9629,Beta
-4.5608,-2.3936,4.4596,Beta
-4.4679,-1.2784,4.4787,Beta
-3.6481,-3.3992,4.1493,Beta
-5.0916,-1.6871,4.606,Beta
-3.6939,-1.2357,4.1645,Beta
-4.1676,-2.3024,3.5724,Beta
-4.9224,-1.1511,4.1159,Beta
-2.203,-2.3664,4.4094,Beta
-3.3332,-2.2502,4.3196,Beta
-3.5676,-1.283,4.2993,Beta
-3.3014,-1.6026,5.0717,Beta
-6.1492,-1.197,3.8094,Beta
-5.1195,-2.5457,3.7491,Beta
-3.5384,-2.0209,4.14,Beta
-4.71,-2.0669,3.9147,Beta
-4.3426,-1.6344,5.7353,Beta
-4.2848,-3.2559,5.2529,Beta
-3.1936,-2.2602,3.6384,Beta
-3.5007,-3.8498,3.6945,Beta
-4.4949,-2.687,3.4593,Beta
-3.4677,-3.2773,4.3119,Beta
-3.9602,-3.0374,3.7098,Beta
-4.1544,-1.7686,3.5541,Beta
-3.0857,-1.5382,4.2777,Beta
-5.2679,-0.8297,2.7105,Beta
-5.2516,-1.6441,3.9503,Beta
-3.2497,-1.7084,4.2523,Beta
-4.8688,-2.3911,4.8505,Beta
-3.9263,-2.2452,5.1948,Beta
-3.0059,-1.5357,3.0951,Beta
-5.312,-1.354,4.5419,Beta
-2.9093,-0.5806,3.7259,Beta
-4.3373,-3.7098,4.8149,Beta
-4.1423,-1.6147,3.8703,Beta
-4.9856,-2.8335,3.1565,Beta
-4.0564,-2.3463,3.7675,Beta
-4.5203,-2.5714,4.7287,Beta
-3.5012,-1.793,3.0181,Beta
-3.7786,-1.9837,3.6089,Beta
-4.2165,-1.1244,3.4458,Beta
-3.5473,-2.716,3.2791,Beta
-3.3749,-0.9279,4.0053,Beta
-3.9691,-2.5501,3.7342,Beta
-3.2955,-1.6825,4.2737,Beta
-3.4929,-1.6766,4.3916,Beta
-5.1312,-1.7851,3.2617,Beta
-4.0777,-1.7078,3.2871,Beta
-4.0266,-3.6203,3.4178,Beta
-3.7758,-1.7991,4.2277,Beta
-4.041,-2.0988,3.3238,Beta
-4.8675,-2.1869,3.6418,Beta
-2.3992,-2.4719,4.1313,Beta
-4.3586,-1.0711,4.335,Beta
-2.6494,-2.558,4.4811,Beta
-3.3436,-1.6608,3.558,Beta
-2.6339,-2.1001,3.559,Beta
-4.1097,-1.0359,3.4449,Beta
-4.1961,-1.555,5.3726,Beta
-4.5392,-1.9972,3.7682,Beta
-3.5248,-2.9039,3.0013,Beta
-4.3864,-2.0221,4.6218,Beta
-3.9041,-1.4293,3.8358,Beta
-4.2064,-2.3013,4.3425,Beta
-4.7552,-2.0484,4.3373,Beta
-4.8415,-1.8373,3.6493,Beta
-5.3643,-2.9329,4.9752,Beta
-3.3514,-2.5805,3.6161,Beta
-5.6247,-1.856,4.7705,Beta
-3.4616,-0.8664,3.5974,Beta
-2.3204,-1.4335,3.5789,Beta
-2.7679,-1.9499,3.6006,Beta
-4.7496,-3.9643,2.3354,Beta
-4.0755,-2.6961,4.199,Beta
-3.73,-2.7118,4.3902,Beta
-4.8174,-1.0018,4.6604,Beta
-4.4415,-0.9314,4.0938,Beta
-4.8636,-2.4949,4.0393,Beta
-4.041,-1.9628,4.6472,Beta
-3.9378,-2.0865,4.2343,Beta
-2.8359,-1.757,4.3656,Beta
-4.7433,-1.7705,3.9132,Beta
-3.9439,-1.1133,4.3461,Beta
-3.5992,-1.2097,3.8249,Beta
-2.6298,-3.302,3.1008,Beta
-3.7233,-0.225,3.9634,Beta
-4.0762,-0.7382,4.7484,Beta
-5.6382,-1.0769,4.0423,Beta
-4.2532,-2.4423,3.4627,Beta
-4.8373,-2.3248,4.4946,Beta
-3.0489,-2.3704,2.6394,Beta
-4.3396,-0.7069,3.604,Beta
-3.425,-1.5313,3.7151,Beta
-4.5742,-2.7083,4.4873,Beta
-2.9038,-2.5426,2.3252,Beta
-4.7934,-2.1778,5.1852,Beta
-7.0206,-2.714,3.0951,Beta
-5.4512,-2.93,3.7684,Beta
-5.8158,-2.0234,3.6963,Beta
-2.0847,-1.9256,3.832,Beta
-4.6422,-3.0048,3.7281,Beta
-4.3359,-0.8861,3.2248,Beta
-5.4613,-2.0793,5.0114,Beta
-3.7364,-1.3239,3.7577,Beta
-4.6837,-2.3673,4.5362,Beta
-3.546,-1.7687,3.7672,Beta
-5.0534,-2.953,3.3027,Beta
-5.5232,-1.4236,4.1829,Beta
-2.0238,-3.558,3.3715,Beta
-5.3258,-2.1389,4.031,Beta
-4.2298,-1.4423,3.6802,Beta
-4.0018,-1.1402,5.0601,Beta
-4.0236,-3.4511,3.0699,Beta
-2.8693,-1.7437,4.7915,Beta
-4.0821,-1.8735,3.5238,Beta
-3.1948,-1.413,3.9357,Beta
-4.0872,-2.2774,4.0774,Beta
-3.1721,-2.2139,3.5673,Beta
-3.6708,-1.1153,3.7246,Beta
-3.2359,-2.4328,4.1113,Beta
-4.901,-1.994,3.687,Beta
-4.0156,-2.0198,3.7831,Beta
-3.5038,-1.5669,4.6733,Beta
-3.3589,-2.0354,3.5886,Beta
-3.4198,-2.6836,2.3545,Beta
-4.0673,-2.2498,3.4591,Beta
-5.5127,-2.3887,4.8802,Beta
-3.0614,-2.3947,3.4503,Beta
-3.0306,-2.0696,3.6963,Beta
-3.9352,-1.9874,4.1024,Beta
-4.9613,-2.8141,4.047,Beta
-3.6236,-1.9238,3.8431,Beta
-3.7201,-2.1029,4.1679,Beta
-3.9283,-3.1914,3.8923,Beta
-3.9285,-1.4032,3.5693,Beta
-4.9192,-1.5286,3.3679,Beta
-4.3025,-2.5504,3.7226,Beta
-4.1329,-2.9658,4.5029,Beta
-2.842,-1.7436,4.3831,Beta
-4.2956,-2.278,3.1815,Beta
-4.7704,-2.9066,3.51,Beta
-5.7055,-1.5551,4.4252,Beta
-4.545,-2.5024,2.8419,Beta
-3.5241,-2.2289,3.3871,Beta
-4.475,-2.6306,5.0853,Beta
-3.1304,-1.4646,5.1152,Beta
-3.7006,-2.0013,4.0953,Beta
-3.8745,0.361,4.1338,Beta
-4.135,-2.1639,4.6182,Beta
-3.4278,-3.2649,4.6867,Beta
-5.0575,-3.2764,3.867,Beta
-3.8954,-2.9359,3.5769,Beta
-3.9583,-1.6793,3.2011,Beta
-5.7682,-0.957,4.305,Beta
-4.7435,-2.1821,3.207,Beta
-4.5632,-0.595,3.9635,Beta
-3.8879,-0.9879,4.3253,Beta
-2.4786,-2.1705,4.5977,Beta
-3.886,-2.9073,4.0956,Beta
-3.9146,-3.4107,3.8987,Beta
-4.0441,-2.0643,4.0208,Beta
-5.3617,-1.083,3.0102,Beta
-4.6589,-0.1789,3.636,Beta
-4.5413,-2.3688,2.9955,Beta
-3.4756,-2.644,3.8541,Beta
-5.5693,-2.1902,2.9618,Beta
-3.0032,-1.7966,4.495,Beta
-3.7162,-2.558,3.6779,Beta
-4.1933,-1.1756,3.2791,Beta
-4.3747,-1.9304,5.0785,Beta
-3.1891,-1.8645,3.1249,Beta
-4.7663,-2.7222,4.6781,Beta
-4.8512,-0.8115,4.3028,Beta
-3.2447,-1.8508,3.8921,Beta
-4.1579,-1.8763,3.3928,Beta
-5.5119,-2.0814,2.8786,Beta
-3.4178,-2.1378,3.5994,Beta
-3.5077,-1.5473,3.5114,Beta
-3.1077,-1.4903,3.07,Beta
-3.4925,-1.5979,4.1339,Beta
-4.3382,-2.8267,4.0045,Beta
-2.4164,-2.7511,3.3245,Beta
-4.4537,-1.9497,3.8233,Beta
-4.6272,-1.4152,3.7408,Beta
-3.8007,-0.0556,5.1233,Beta
-4.09,-1.4457,5.1242,Beta
-4.6086,-2.3786,4.4734,Beta
-3.995,-3.2028,4.6753,Beta
-3.3853,-0.984,4.8142,Beta
-5.6242,-1.6526,3.5733,Beta
-3.8834,-1.3134,3.445,Beta
-4.0344,-1.7476,3.0217,Beta
-3.4295,-2.8815,4.5362,Beta
-5.1411,-3.1519,4.262,Beta
-5.0607,-1.1253,4.6917,Beta
-4.4735,-1.4695,4.323,Beta
-5.8808,-2.6714,3.7364,Beta
-3.6636,-1.9253,3.9107,Beta
-5.2145,-3.8315,5.3714,Beta
-4.6685,-2.4924,3.1303,Beta
-5.7049,-3.2301,3.858,Beta
-4.3967,-2.5077,4.669,Beta
-2.746,-2.5507,5.1477,Beta
-3.9036,-1.139,4.0624,Beta
-4.6163,-0.4469,4.4171,Beta
-3.6764,-3.0414,2.7618,Beta
-3.7713,-2.4396,4.7086,Beta
-4.2294,0.0708,3.5455,Beta
-3.2076,-1.9143,3.8443,Beta
-4.1816,-2.0027,4.173,Beta
-3.0215,-3.2101,3.5218,Beta
-3.984,-2.2073,2.6908,Beta
-4.2131,-1.3453,3.8161,Beta
-4.2352,-2.4094,4.5565,Beta
-3.2846,-2.4959,3.8798,Beta
-2.2968,-2.6172,5.7902,Beta
-4.3061,-1.5719,4.4364,Beta
-3.9923,-2.1727,3.1533,Beta
-2.1902,-0.3239,3.0013,Beta
-3.9006,-1.4977,3.4043,Beta
-2.6813,-1.7712,4.3902,Beta
-4.4928,-2.8877,4.1355,Beta
-3.3524,-1.8706,4.4444,Beta
-4.407,-1.3691,3.6997,Beta
-4.1838,-2.0322,5.0812,Beta
-5.0482,-0.6825,4.1737,Beta
-4.7277,-1.7908,3.5358,Beta
-4.4477,-3.826,4.5146,Beta
-3.32,-1.2968,4.5382,Beta
-5.3837,-3.2336,3.2487,Beta
-5.4039,-1.6543,3.7491,Beta
-2.0155,-1.7731,3.3356,Beta
-3.6164,-0.9231,3.2582,Beta
-3.6732,-1.1272,4.4698,Beta
-3.6932,-1.7809,3.0343,Beta
-4.9771,-1.1845,3.9683,Beta
-4.5376,-3.0941,3.2955,Beta
-3.1319,-2.2094,3.3706,Beta
-5.9967,-0.7073,2.685,Beta
-3.6077,-1.7526,4.7515,Beta
-4.6738,0.3514,4.1265,Beta
-4.3499,-2.6775,4.4387,Beta
-2.847,-2.773,2.7015,Beta
-3.1026,-1.6654,4.2039,Beta
-3.7736,-3.1673,4.653,Beta
-2.166,-1.9526,3.981,Beta
-4.1491,-2.5108,4.465,Beta
-3.6849,-1.0725,3.8775,Beta
-3.5609,-1.2427,4.2345,Beta
-3.2614,-0.8445,4.1474,Beta
-4.344,-2.2672,3.524,Beta
-3.7684,-0.3432,3.9874,Beta
-3.3212,-2.5778,2.8493,Beta
-4.2888,-0.9386,3.918,Beta
-4.342,-2.1222,3.65,Beta
-4.2331,-2.1974,3.6569,Beta
-4.9407,-1.7463,4.7868,Beta
-5.0299,-2.8711,3.7723,Beta
-4.8622,-2.4592,3.5904,Beta
-5.3643,-2.2121,3.5861,Beta
-3.9009,-3.1776,5.2073,Beta
-5.2929,-1.0431,3.6346,Beta
-5.799,-1.0253,3.5643,Beta
-3.3437,-1.5722,3.4208,Beta
-6.6548,-1.9815,4.3001,Beta
-2.6698,-3.6694,4.637,Beta
-4.3104,-2.4613,2.9964,Beta
-2.1771,-2.2806,4.9685,Beta
-4.3512,-1.8432,5.6232,Beta
-3.8706,-3.5442,3.6745,Beta
-4.6425,-3.2971,4.0911,Beta
-4.1224,-2.3943,4.9556,Beta
-4.6917,-2.0688,4.7034,Beta
-4.2816,-1.5276,3.24,Beta
-4.2794,-2.1126,3.0948,Beta
-3.6502,-2.4256,3.9408,Beta
-3.777,-1.2361,5.7373,Beta
-2.6842,-1.2113,4.7119,Beta
-5.0301,-1.0371,4.3706,Beta
-4.853,-2.4942,2.8508,Beta
-6.7054,-1.558,5.5493,Beta
-3.6719,-1.5417,3.356,Beta
-4.1218,-2.1536,3.8218,Beta
-3.4917,-1.6519,3.5409,Beta
-4.8089,-1.5427,3.668,Beta
-2.4315,-2.79,4.4367,Beta
-3.7125,-2.1839,5.4848,Beta
-4.7162,-1.8794,5.7323,Beta
-3.1589,-1.0211,4.1106,Beta
-4.6394,-1.1477,4.765,Beta
-4.6409,-1.9235,3.6211,Beta
-4.5292,-2.7737,5.7216,Beta
-5.1261,-1.0905,3.8495,Beta
-3.8056,-2.1633,3.7399,Beta
-2.9722,-1.8272,2.5247,Beta
-3.1655,-2.2107,3.8117,Beta
-2.8867,-2.1341,3.9437,Beta
-3.7221,-3.6942,3.9208,Beta
-4.879,-2.4111,3.9391,Beta
-2.931,-3.4201,4.0018,Beta
-4.137,-0.6686,3.983,Beta
-3.9461,-1.9776,4.4283,Beta
-4.5679,-2.9524,2.721,Beta
-3.7917,-2.0936,3.4114,Beta
-2.9688,-2.1601,4.2916,Beta
-4.7895,-2.6851,4.6819,Beta
-2.6163,-0.942,3.1767,Beta
-4.1656,-2.2223,3.4191,Beta
-4.8812,-2.6391,4.0227,Beta
-4.7279,-3.2213,4.2957,Beta
-4.2918,-2.0451,4.3025,Beta
-3.7514,-2.1579,4.0828,Beta
-4.3789,-2.894,4.0664,Beta
-5.2983,-2.2087,4.1119,Beta
-4.802,-4.1996,3.4589,Beta
3.6537,-3.5535,-3.8164,Gamma
3.1883,-2.2261,0.7992,Gamma
3.1166,-3.1609,-4.1892,Gamma
2.0957,-5.2907,-2.8798,Gamma
0.5459,-1.492,-3.5108,Gamma
4.7107,-4.6652,-2.9274,Gamma
1.9037,-3.5411,-0.0585,Gamma
0.6218,-2.0453,-3.0847,Gamma
2.8842,-2.3821,-2.9814,Gamma
2.5032,-4.1985,-2.6063,Gamma
3.9349,-4.5621,-2.382,Gamma
3.3586,-3.5752,-2.4641,Gamma
4.7149,-4.7401,-3.3139,Gamma
1.195,-7.4224,0.2603,Gamma
3.9037,-4.7161,-0.8981,Gamma
2.7616,-2.3105,-2.4704,Gamma
6.0884,-4.1083,-3.7568,Gamma
4.9998,-5.9031,-4.8917,Gamma
-0.3639,-5.1859,-6.9062,Gamma
-0.7456,-3.3669,-3.534,Gamma
4.4903,-1.8139,-2.2463,Gamma
0.3966,-3.5762,-3.5648,Gamma
1.2241,-7.8233,-3.7033,Gamma
3.3016,-4.1353,-3.2499,Gamma
-0.445,-6.1245,-2.8345,Gamma
1.5486,-6.2933,-3.8018,Gamma
1.281,-0.6351,-4.0939,Gamma
3.0505,-2.7124,-3.0243,Gamma
0.5661,-4.4268,-4.8538,Gamma
0.2521,-3.5881,-2.4221,Gamma
0.6951,-4.5793,-3.5229,Gamma
3.4083,-2.5619,-2.9732,Gamma
1.7269,-5.7401,-2.6197,Gamma
4.4645,-1.7884,-1.6369,Gamma
6.0042,-6.86,-3.7512,Gamma
2.517,-3.6034,-4.6147,Gamma
1.267,-5.7585,-2.8367,Gamma
3.4237,-3.5553,-3.4176,Gamma
4.8051,-3.158,-3.5208,Gamma
0.5046,-7.15,-2.7309,Gamma
-1.6993,-3.239,-1.5405,Gamma
2.9033,-3.5688,-2.7328,Gamma
0.2804,-3.8935,-3.7375,Gamma
2.7605,-6.7073,-3.8914,Gamma
2.8709,-5.0035,-2.6503,Gamma
4.8574,-2.7591,-3.1054,Gamma
2.412,-3.7432,-2.1673,Gamma
1.6696,-3.3226,-3.3453,Gamma
2.1254,-3.8699,-1.0504,Gamma
2.935,-3.7829,-3.4963,Gamma
1.737,-5.4519,-2.5917,Gamma
-0.2005,-4.1651,-3.2091,Gamma
1.769,-2.0715,-1.4681,Gamma
1.025,-4.3623,-2.7726,Gamma
0.9587,-4.1506,-3.1341,Gamma
1.4889,-4.2196,-4.6879,Gamma
3.6125,-4.9129,-3.0039,Gamma
2.5858,-3.2733,-4.0965,Gamma
3.066,-3.4786,-3.477,Gamma
0.6678,-3.5547,-2.33,Gamma
4.9668,-4.7881,-2.9269,Gamma
0.5909,-5.5164,-2.7575,Gamma
2.0011,-2.4625,-3.5254,Gamma
3.5272,-1.8394,-4.8897,Gamma
2.0154,-5.0345,-2.9493,Gamma
5.8532,-4.7101,-3.4481,Gamma
0.7563,-4.5032,-0.0595,Gamma
4.3818,-2.2736,-3.8853,Gamma
3.7207,-6.1364,-3.9952,Gamma
-0.328,-7.1394,-1.5199,Gamma
4.0675,-3.2951,-4.1658,Gamma
2.0745,-4.1659,-1.278,Gamma
3.0914,-4.9525,-4.0328,Gamma
3.2335,-2.3057,-3.6237,Gamma
-1.1557,-6.9225,-1.3141,Gamma
2.3327,-5.0213,-2.3898,Gamma
0.6102,-2.9069,-5.028,Gamma
0.3478,-5.1036,-3.2918,Gamma
1.6777,-1.4229,-3.7103,Gamma
3.3909,-6.7069,-1.7298,Gamma
2.6988,-3.0173,-1.0401,Gamma
5.456,-2.4764,-1.7461,Gamma
3.2439,-5.3602,-3.798,Gamma
1.3422,-3.6071,-3.2511,Gamma
2.1289,-7.0893,-1.6275,Gamma
0.9137,-5.8483,-4.8597,Gamma
4.3569,-2.8778,-1.6683,Gamma
2.9401,-5.0337,-3.2298,Gamma
3.0675,-4.9252,-1.222,Gamma
3.248,-4.8315,-2.9699,Gamma
4.5639,-5.9805,-2.5617,Gamma
2.214,-2.7077,-2.6665,Gamma
1.8265,-5.6979,-3.8307,Gamma
4.699,-1.959,-2.1465,Gamma
1.9616,-3.9041,-3.3954,Gamma
-0.1815,-1.7219,-3.7569,Gamma
-0.7138,-4.1468,-2.4463,Gamma
3.0881,-3.1202,-4.2903,Gamma
3.5137,-5.4163,-3.6737,Gamma
4.2026,-2.5722,-3.8615,Gamma
0.2472,-5.7426,-2.8692,Gamma
1.5439,-2.0183,-1.7591,Gamma
3.2947,-3.8931,-3.7145,Gamma
2.6879,-0.3608,-4.8753,Gamma
2.8659,-3.7812,-4.1132,Gamma
2.9081,-4.1716,-3.4336,Gamma
-0.1033,-8.204,-2.9496,Gamma
1.9278,-5.6354,-3.8942,Gamma
3.0242,-0.1179,-4.0357,Gamma
2.7213,-2.6517,-3.0084,Gamma
1.2701,-2.9364,-3.5831,Gamma
2.3108,-4.9905,-1.9885,Gamma
1.9863,-6.6601,-3.5627,Gamma
0.7953,-5.091,-0.9506,Gamma
2.6023,-1.2036,-3.6886,Gamma
3.0281,-5.0582,-1.0701,Gamma
-0.4203,-3.4311,-3.5622,Gamma
2.0296,-6.1549,-2.013,Gamma
2.8936,-0.9411,-3.5662,Gamma
3.8217,-3.7341,-4.6677,Gamma
2.5095,-4.6165,-2.4526,Gamma
3.5532,-0.5411,-2.0765,Gamma
1.4408,-4.1733,-1.0647,Gamma
0.9733,-2.5713,-1.4971,Gamma
2.0854,-2.74,-2.2417,Gamma
0.5206,-0.2753,-3.4241,Gamma
3.1507,-6.8337,-3.4671,Gamma
2.5139,-7.2673,-4.7734,Gamma
5.0995,-2.9861,-1.3534,Gamma
1.1102,-4.7331,-3.0922,Gamma
2.9237,-3.738,-1.6116,Gamma
2.9778,-6.1626,-1.2845,Gamma
-1.2516,-2.5015,-5.8135,Gamma
0.9154,-3.6932,-1.1808,Gamma
4.9435,-3.0097,-3.4109,Gamma
2.0332,-3.7677,-5.0591,Gamma
-0.8879,-0.4912,-4.3381,Gamma
0.8468,-2.0948,-2.9812,Gamma
2.9539,-2.4156,-3.6421,Gamma
3.2686,-5.7271,-2.4228,Gamma
2.4888,-1.8942,-0.8594,Gamma
0.3328,-3.7077,-4.159,Gamma
1.017,-2.8276,-3.0834,Gamma
3.2341,-2.5927,-2.533,Gamma
-0.3647,-4.9493,-1.6367,Gamma
-0.8096,-4.3512,-1.4357,Gamma
3.4543,-2.642,-1.2891,Gamma
1.0847,-4.3054,-4.0844,Gamma
2.957,-7.8239,-3.353,Gamma
3.4425,-3.2733,-4.2695,Gamma
0.5661,-4.5458,-2.5147,Gamma
2.6473,-3.4772,-4.9994,Gamma
2.6629,-3.9026,-3.582,Gamma
-1.3084,-4.675,-0.5822,Gamma
1.4644,-3.4804,-4.5228,Gamma
2.1249,-5.2081,-3.5918,Gamma
2.0468,-4.6743,-2.4053,Gamma
0.9338,-2.7016,-1.7874,Gamma
2.0316,-4.4983,-2.3332,Gamma
3.7402,-0.2256,-3.4371,Gamma
2.2486,-4.3642,-2.1292,Gamma
3.5354,-1.4969,-1.9774,Gamma
2.4994,-2.5188,-2.9944,Gamma
1.1415,-3.3214,-0.4891,Gamma
2.3699,-4.3167,-4.2177,Gamma
4.5412,-4.0101,-2.0306,Gamma
0.0525,-3.6071,-2.9653,Gamma
1.4043,-5.578,-2.0304,Gamma
3.9752,-1.6241,-2.4217,Gamma
2.7544,-4.8041,-3.3838,Gamma
1.8959,-5.3651,-3.5547,Gamma
1.2721,-4.288,-3.4038,Gamma
3.8527,-4.3442,-2.6214,Gamma
3.6885,-6.4225,-1.8523,Gamma
3.2509,-1.9311,-4.5572,Gamma
0.5622,0.6104,-4.2908,Gamma
2.3126,-1.4148,-2.6818,Gamma
0.8673,-4.3058,-2.512,Gamma
3.258,-4.8212,-3.0919,Gamma
1.4365,-6.5605,-3.0979,Gamma
1.6579,-4.783,-1.6964,Gamma
2.0792,-4.665,-1.4,Gamma
1.8766,-5.3698,-3.0049,Gamma
2.1213,-4.9096,-2.038,Gamma
2.4013,-5.4061,-3.5532,Gamma
1.2702,-2.535,-2.6248,Gamma
3.101,-3.3759,-1.6367,Gamma
2.5523,-4.4374,-2.6559,Gamma
-0.2045,-1.6505,-3.6109,Gamma
0.7395,-4.3377,-2.668,Gamma
5.6331,-1.6299,-3.0387,Gamma
3.3166,-1.1615,-1.6343,Gamma
0.2502,-6.5279,-1.8193,Gamma
6.1726,-5.3521,-2.3203,Gamma
1.1938,-1.5535,-3.4355,Gamma
1.7671,-5.7937,-4.4739,Gamma
2.3585,-4.5445,-2.8665,Gamma
3.4203,-3.8918,-2.1494,Gamma
3.4642,-1.1315,-4.0026,Gamma
2.5429,-2.9222,-4.3564,Gamma
0.2376,-6.4127,-2.3256,Gamma
2.6689,-9.3972,-4.2509,Gamma
0.2505,-6.1655,-3.3345,Gamma
0.2586,-4.6376,-3.7001,Gamma
-0.1554,-4.0983,-3.8352,Gamma
3.6421,-3.6482,-1.0943,Gamma
1.6198,-7.3602,-2.841,Gamma
2.1413,-2.9757,-2.1526,Gamma
0.9921,-1.1342,-1.5804,Gamma
3.5443,-4.2433,-4.4618,Gamma
-0.5817,-4.9007,-2.4604,Gamma
-0.1104,-5.3623,-5.0795,Gamma
0.6138,-5.8647,-2.3747,Gamma
4.4208,-4.6761,-4.0361,Gamma
1.8158,-3.9521,-2.3636,Gamma
2.8441,-4.525,-3.2215,Gamma
5.4803,-7.306,-2.031,Gamma
4.3455,-7.444,-3.0552,Gamma
1.1991,-4.4281,-5.7277,Gamma
1.5339,-4.8787,-4.334,Gamma
-1.3597,-4.8126,-1.4016,Gamma
1.0898,-5.3767,-2.5347,Gamma
2.8767,-5.2717,-2.8842,Gamma
2.9681,-4.9789,-2.208,Gamma
-1.1371,-4.7646,-4.3237,Gamma
-0.7348,-3.7675,-3.8969,Gamma
0.0628,-4.9475,-2.9886,Gamma
-0.1534,-1.2187,-5.7444,Gamma
1.985,-6.0852,-3.2021,Gamma
2.1855,-4.2517,-3.8841,Gamma
0.3279,-2.0049,-4.6067,Gamma
1.7171,-6.4922,-5.1516,Gamma
2.1569,-5.4237,-3.5355,Gamma
2.9236,-3.6042,-0.7008,Gamma
-0.5147,-3.4538,-1.3491,Gamma
-0.3943,-6.2675,-5.0386,Gamma
0.4301,-5.5805,-3.2002,Gamma
1.0361,-7.1781,-3.7937,Gamma
3.1933,-4.6771,-2.6471,Gamma
-0.3316,-5.5349,-3.0374,Gamma
3.1659,-7.8453,-3.5569,Gamma
2.7385,-5.4825,-4.5786,Gamma
1.9469,-6.1646,-3.1263,Gamma
0.9924,-4.3941,-2.2813,Gamma
-1.9074,-4.4561,-1.3396,Gamma
3.5336,-2.9728,-3.7369,Gamma
1.6385,-6.108,-1.8995,Gamma
1.9619,-2.7543,-4.1797,Gamma
2.0037,-6.7395,-3.5773,Gamma
-0.0722,-3.7627,-1.9322,Gamma
0.9323,-5.531,-4.713,Gamma
-0.4979,-1.3982,0.548,Gamma
2.4801,-0.2363,-4.3442,Gamma
0.6897,-4.3622,-2.0248,Gamma
3.8655,-2.8977,-2.431,Gamma
1.8244,-1.5221,-1.8216,Gamma
2.4251,-5.6852,-4.6101,Gamma
0.2983,-5.2713,-3.0649,Gamma
1.6273,-6.1866,-5.312,Gamma
1.5862,-3.4699,-4.3869,Gamma
1.4546,-3.2182,-2.0009,Gamma
-1.1296,-2.3907,-3.9804,Gamma
1.0661,-1.1672,-1.9756,Gamma
3.8122,-4.3511,-2.2091,Gamma
-1.2392,-1.222,-1.167,Gamma
-0.0927,-5.048,-0.4795,Gamma
1.6644,-4.1557,-5.3306,Gamma
-0.3338,-4.6318,-1.7419,Gamma
-0.715,-4.7906,-3.4526,Gamma
2.8081,-5.5877,-3.308,Gamma
2.6258,-1.3742,-2.2446,Gamma
4.2725,-5.6787,-1.4066,Gamma
3.1735,-4.745,-5.5835,Gamma
1.2318,-5.0009,-4.4539,Gamma
2.2159,-3.2054,-4.8452,Gamma
4.7882,-4.7346,-5.1664,Gamma
1.1614,-3.8846,-3.69,Gamma
2.0921,-3.1803,-3.9856,Gamma
3.1002,-4.4494,-3.0287,Gamma
2.838,-0.581,-4.7363,Gamma
1.4585,-3.239,-1.9825,Gamma
1.6925,-6.0004,-3.4708,Gamma
0.4209,-5.499,-2.8907,Gamma
3.8807,-5.5021,-3.618,Gamma
3.4563,-2.7863,-4.4771,Gamma
2.6406,-4.9262,-2.6641,Gamma
-0.0285,-2.7593,-1.7444,Gamma
3.1665,-4.5133,-3.6293,Gamma
2.308,-2.5823,-2.3931,Gamma
3.4017,-2.6319,-3.5479,Gamma
2.4514,-4.4479,-1.6184,Gamma
2.0634,-0.5519,-3.8642,Gamma
2.1463,-2.9837,-2.5557,Gamma
3.4766,-3.9272,-2.6044,Gamma
2.1141,-2.0914,-4.0322,Gamma
1.7991,-2.3586,-1.5047,Gamma
2.0344,-2.4877,-4.081,Gamma
0.3618,-2.4377,-2.3768,Gamma
0.2979,-2.0167,-1.5147,Gamma
1.5901,-3.5634,-6.6204,Gamma
6.4669,-3.2669,-1.5758,Gamma
1.8452,-4.996,-0.5971,Gamma
0.5666,-3.004,-4.0715,Gamma
0.0921,-2.8225,-5.007,Gamma
0.2355,-5.1017,-3.2479,Gamma
0.7297,-1.4109,-5.5171,Gamma
1.9935,-3.4131,-2.9034,Gamma
1.253,-2.074,-3.7317,Gamma
-0.5948,0.636,-3.6686,Gamma
1.8397,-5.6316,-3.9944,Gamma
1.6109,0.2175,-2.2954,Gamma
2.1498,-6.526,-4.5308,Gamma
-0.6378,-5.119,-1.1259,Gamma
3.1673,-6.9692,-2.5129,Gamma
1.7372,-3.8406,0.0108,Gamma
2.6421,-4.971,-1.9529,Gamma
2.6892,-3.3857,-0.9062,Gamma
-0.3769,-3.6086,-3.5758,Gamma
2.8974,-2.3219,-4.7803,Gamma
3.1606,-3.7308,-2.3092,Gamma
0.3419,-1.8486,-3.4516,Gamma
0.2342,-4.9554,-4.3449,Gamma
2.2988,-7.0863,-3.5851,Gamma
0.2494,-2.6051,-2.4438,Gamma
3.0149,-6.0494,-3.7684,Gamma
1.4455,-4.0598,-4.9089,Gamma
-0.0696,-6.0584,-2.5843,Gamma
1.302,-3.7115,-2.3053,Gamma
2.3156,-3.7315,-2.5366,Gamma
4.0766,-5.2531,-1.4977,Gamma
1.6038,-6.7089,-4.1913,Gamma
-0.6785,-5.711,-4.2235,Gamma
5.4642,-4.3558,-0.7045,Gamma
3.7444,-6.2443,-5.5844,Gamma
1.4501,-4.7933,-1.2609,Gamma
4.113,-1.8042,-2.5028,Gamma
5.0762,-2.6716,-1.4202,Gamma
0.28,-5.2485,-2.1465,Gamma
4.356,-6.118,-4.6309,Gamma
1.9786,-5.7368,-0.5323,Gamma
3.1878,-0.6481,-1.6848,Gamma
2.7697,-5.6018,-3.1441,Gamma
